Latitude,Longitude,Time,Address,Name
37.9689812,-122.5147765,2019-01-17 09:13:52,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.854751,-122.2482379,2019-01-17 18:32:43,"3068 Claremont Ave ,Berkeley, CA 94705 ,USA",Star Grocery
37.918995,-122.320315,2019-01-17 22:13:46,"5317 Creely Ave ,Richmond, CA 94804 ,USA",Arbors Apartments
37.9689812,-122.5147765,2019-01-18 10:08:30,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9689812,-122.5147765,2019-01-18 16:36:36,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9183714,-122.3199837,2019-01-18 18:14:18,"1013 Campbell St ,Richmond, CA 94804 ,USA",1013 Campbell St
37.9183714,-122.3199837,2019-01-19 09:05:36,"1013 Campbell St ,Richmond, CA 94804 ,USA",1013 Campbell St
37.831505,-122.289279,2019-01-19 13:19:42,"4230 Hubbard St ,Emeryville, CA 94608 ,USA",Eastbay Badminton Association
37.8599659,-122.2595272,2019-01-19 17:26:59,"2740 Telegraph Ave ,Berkeley, CA 94705 ,USA",Rose Garden Inn
37.918995,-122.320315,2019-01-19 19:58:57,"5317 Creely Ave ,Richmond, CA 94804 ,USA",Arbors Apartments
37.8575954,-122.2533803,2019-01-20 13:27:55,"2936 College Ave ,Berkeley, CA 94705 ,USA",La Mediterranee
37.873688,-122.281999,2019-01-20 18:20:58,"1731 Sacramento St ,Berkeley, CA 94702 ,USA",1731 Sacramento St
37.9183714,-122.3199837,2019-01-20 21:26:10,"1013 Campbell St ,Richmond, CA 94804 ,USA",1013 Campbell St
37.9689812,-122.5147765,2019-01-21 09:07:39,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9700435,-122.5167963,2019-01-21 12:02:01,"209-471 3rd St ,San Rafael, CA 94901 ,USA",Montecito Plaza
37.9689812,-122.5147765,2019-01-21 13:16:57,"181 3rd St STE 100 ,San Rafael, CA 94901 ,USA",VITA Planning & Landscape Architecture
37.9184889,-122.3203843,2019-01-21 18:46:37,"5226 Creely Ave ,Richmond, CA 94804 ,USA",5226 Creely Ave
37.9694214,-122.5151062,2019-01-22 09:12:05,"250 3rd St, San Rafael, CA 94901, USA",
